CÓDIGO CNAE;NÍVEL AGREGAÇÃO;DESCRIÇÃO CNAE;CÓDIGO DN COPAM;DESCRIÇÃO DO CÓDIGO;EXIGÊNCIA AMBIENTAL;NÍVEL DE RISCO
0139-3/99;Atividade;Cultivo de outras plantas de lavoura permanente não especificadas anteriormente;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0141-5/01;Atividade;Produção de sementes certificadas, exceto de forrageiras para pasto;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
4724-5/00;Atividade;"Pequenos Animais Vivos Para Alimentação; Comércio Varejista";Não Listada;-;Não se aplica;I
0141-5/02;Atividade;Produção de sementes certificadas de forrageiras para formação de pasto;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0142-3/00;Atividade;Produção de mudas e outras formas de propagação vegetal, certificadas;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0210-1/01;Atividade;Cultivo de eucalipto;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0210-1/02;Atividade;Cultivo de acácia-negra;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0210-1/03;Atividade;Cultivo de pinus;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0210-1/04;Atividade;Cultivo de teca;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0210-1/05;Atividade;Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca;G-01-03-1;Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura;Licença Ambiental ou Dispensa;II
0210-1/06;Atividade;Cultivo de mudas em viveiros florestais;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/01;Subclasse;Criação de frangos para corte ;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/02;Subclasse;Produção de pintos de um dia;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/03;Subclasse;Criação de outros galináceos, exceto para corte;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;Criação de avestruz - estrutiocultura;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;"
Criação de avestruz 
";G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;Criação de codornas;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;Criação de faisões;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;Criação de galinhas d'angola;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;Criação de gansos;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;Criação de marrecos;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;Criação de patos;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;Criação de perus;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;Criação de gansos;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;Criação de marrecos;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/04;Atividade;Criação de patos;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0155-5/05;Subclasse;Produção de ovos;G-02-02-1;Avicultura;Licença Ambiental ou Dispensa;II
0154-7/00;Subclasse;Criação de suínos;G-02-04-6;Suinocultura;Licença Ambiental ou Dispensa;II
0151-2/01;Subclasse;Criação de bovinos para corte ;G-02-07-0;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo;Licença Ambiental ou Dispensa;II
0151-2/02;Subclasse;Criação de bovinos para leite ;G-02-07-0;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo;Licença Ambiental ou Dispensa;II
0151-2/03;Subclasse;Criação de bovinos, exceto para corte e leite ;G-02-07-0;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo;Licença Ambiental ou Dispensa;II
0152-1/01;Subclasse;Criação de bufalinos;G-02-07-0;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo;Licença Ambiental ou Dispensa;II
0152-1/02;Subclasse;Criação de eqüinos;G-02-07-0;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo;Licença Ambiental ou Dispensa;II
0152-1/03;Subclasse;Criação de asininos e muares;G-02-07-0;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo;Licença Ambiental ou Dispensa;II
0153-9/01;Subclasse;Criação de caprinos;G-02-07-0;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo;Licença Ambiental ou Dispensa;II
0154-7/00;Subclasse;Criação de suínos;G-02-04-6;Suinocultura;Licença ambiental ou Dispensa;II
0153-9/02;Subclasse;Criação de ovinos, inclusive para produção de lã;G-02-08-9;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime de confinamento;Licença Ambiental ou Dispensa;II
0151-2/01;Subclasse;Criação de bovinos para corte ;G-02-08-9;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime de confinamento;Licença Ambiental ou Dispensa;II
0151-2/02;Subclasse;Criação de bovinos para leite ;G-02-08-9;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime de confinamento;Licença Ambiental ou Dispensa;II
0151-2/03;Subclasse;Criação de bovinos, exceto para corte e leite ;G-02-08-9;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime de confinamento;Licença Ambiental ou Dispensa;II
0152-1/01;Subclasse;Criação de bufalinos;G-02-08-9;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime de confinamento;Licença Ambiental ou Dispensa;II
0152-1/02;Subclasse;Criação de eqüinos;G-02-08-9;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime de confinamento;Licença Ambiental ou Dispensa;II
0152-1/03;Subclasse;Criação de asininos e muares;G-02-08-9;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime de confinamento;Licença Ambiental ou Dispensa;II
0153-9/01;Subclasse;Criação de caprinos;G-02-08-9;Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime de confinamento;Licença Ambiental ou Dispensa;II
4222-7/02;Atividade;Construção de canais de irrigação;Não Listada;-;Não se aplica;I
4319-3/00;Atividade;Obras de bombeamento e drenagem (construção);Não Listada;-;Não se aplica;I
4634-6/99;Subclasse;Comércio atacadista de carnes e derivados de outros animais;Não Listada;-;Não se aplica;I
0155-5/03;Subclasse;Criação de outros galináceos, exceto para corte;Não Listada;-;Não se aplica;I
0155-5/04;Atividade;Criação de faisões;Não Listada;-;Não se aplica;I
4319-3/00;Atividade;Serviços de rebaixamento de lençóis freáticos;Não Listada;-;Não se aplica;I
4319-3/00;Atividade;Execução de valas, regos e fossas;Não Listada;-;Não se aplica;I
4319-3/00;Atividade;Obras (construção) de valas, regos e fossas;Não Listada;-;Não se aplica;I
4291-0/00;Atividade;Construção de barragens (exceto para hidrelétricas);Não Listada;-;Não se aplica;I
4299-5/99;Atividade;Obras de açudes;Não Listada;-;Não se aplica;I
4291-0/00;Atividade;Obras de construção de eclusas e canais de navegação;Não Listada;-;Não se aplica;I
3900-5/00;Atividade;Descontaminação do solo ou água através de processos físicos, químicos, térmicos, biológicos, isolamento ou confinamento;Não Listada;-;Não se aplica;I
3900-5/00;Subclasse; Descontaminação e outros serviços de gestão de resíduos;Não Listada;-;Não se aplica;I
4291-0/00;Atividade;Limpeza de rios, portos, canais, baias, lagos, lagoas, represas, açudes e similares;Não Listada;-;Não se aplica;I
4291-0/00;Atividade;Obras de dragagem;Não Listada;-;Não se aplica;I
3600-6/01;Subclasse;Captação, tratamento e distribuição de água;Não Listada;-;Não se aplica;I
4399-1/05;Subclasse;Perfuração e construção de poços de água;Não Listada;-;Não se aplica;I
0312-4/02;Subclasse;Pesca de crustáceos e moluscos em água doce;Não Listada;-;Não se aplica;I
0312-4/03;Subclasse;Coleta de outros produtos aquáticos de água doce;Não Listada;-;Não se aplica;I
4763-6/04;Atividade;"Artigos De Caca, Pesca, Camping; Comércio Varejista";Não Listada;-;Não se aplica;I
4763-6/04;Atividade;"Linhas E Molinetes Para Vara De Pescar; Comércio Varejista";Não Listada;-;Não se aplica;I
4763-6/04;Atividade;"Material Para Caca, Pesca, Camping; Comércio Varejista";Não Listada;-;Não se aplica;I
4763-6/05;Atividade;Comércio varejista de linhas e molinetes para vara de pescar ;Não Listada;-;Não se aplica;I
4649-4/99;Atividade;Comércio atacadista de linhas e molinetes para vara de pescar;Não Listada;-;Não se aplica;I
4649-4/99;Atividade;Comércio atacadista de artigos de caça, pesca, camping;Não Listada;-;Não se aplica;I
4669-9/99;Atividade;Comércio atacadista de peça e acessórios para embarcações ;Não Listada;-;Não se aplica;I
3230-2/00;Atividade;"Anzóis Para Pesca, Mesmo Montados; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00;Atividade;"Armadilhas E Pios (Artefatos Para Caca E Pesca); Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00;Atividade;"Artefatos De Caca E Pesca; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00;Atividade;"Caniços Para Pesca; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00;Atividade;"Chumbadas Para Pesca; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00;Atividade;"Iscas Artificiais E Chamarizes; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00;Atividade;"Linhas Para Pesca De Qualquer Material; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00;Atividade;"Molinetes Para Vara De Pesca; Fabricação De";Não Listada;-;Não se aplica;I
0312-4/01;Subclasse;Pesca de peixes em água doce;Não Listada;-;Não se aplica;I
1353-7/00;Atividade;Fabricação de redes de pesca ;Não Listada;-;Não se aplica;I
1353-7/00;Atividade;Fabricação de redes e tarradas para pescar;Não Listada;-;Não se aplica;I
0153-9/02;Subclasse;Criação de ovinos, inclusive para produção de lã;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0322-1/01;Subclasse;Criação de peixes em água doce ;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0322-1/02;Subclasse;Criação de camarões em água doce ;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0322-1/03;Subclasse;Criação de ostras e mexilhões em água doce ;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0322-1/04;Subclasse;Criação de peixes ornamentais em água doce;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0322-1/05;Subclasse;Ranicultura;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0321-3/99;Subclasse;Cultivos e semicultivos da aquicultura em água salgada e salobra não especificados anteriormente;Não Listada;-;Não se aplica;I
0322-1/99;Subclasse;Cultivos e semicultivos da aqüicultura em água doce não especificados anteriormente ;Não Listada;-;Não se aplica;I
0322-1/01;Subclasse;Criação de peixes em água doce ;Não Listada;-;Não se aplica;I
0322-1/02;Subclasse;Criação de camarões em água doce ;Não Listada;-;Não se aplica;I
0322-1/03;Subclasse;Criação de ostras e mexilhões em água doce ;Não Listada;-;Não se aplica;I
0322-1/04;Subclasse;Criação de peixes ornamentais em água doce;Não Listada;-;Não se aplica;I
3011-3/02;Atividade;Construção de barcos pesqueiros (para pesa de linhas, camaroneiros, traineiras, lagosteiros, etc) ;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0321-3/02;Subclasse;Criação de camarões em água salgada e salobra;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0321-3/03;Subclasse;Criação de ostras e mexilhões em água salgada e salobra;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0321-3/04;Subclasse;Criação de peixes ornamentais em água salgada e salobra;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0321-3/05;Subclasse;Atividades de apoio à aquicultura em água salgada e salobra;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0322-1/05;Subclasse;Ranicultura;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0322-1/05;Subclasse;Ranicultura;G-02-12-7;Aquicultura e/ou unidade de pesca esportiva tipo pesque-pague, exceto tanque-rede;Licença Ambiental ou Dispensa;II
0322-1/99;Subclasse;Cultivos e semicultivos da aqüicultura em água doce não especificados anteriormente ;G-02-13-5;Aquicultura em tanque-rede ;Licença Ambiental ou Dispensa;II
0322-1/01;Subclasse;Criação de peixes em água doce ;G-02-13-5;Aquicultura em tanque-rede ;Licença Ambiental ou Dispensa;II
0322-1/02;Subclasse;Criação de camarões em água doce ;G-02-13-5;Aquicultura em tanque-rede ;Licença Ambiental ou Dispensa;II
0322-1/03;Subclasse;Criação de ostras e mexilhões em água doce ;G-02-13-5;Aquicultura em tanque-rede ;Licença Ambiental ou Dispensa;II
0322-1/04;Subclasse;Criação de peixes ornamentais em água doce;G-02-13-5;Aquicultura em tanque-rede ;Licença Ambiental ou Dispensa;II
0322-1/05;Subclasse;Ranicultura;G-02-13-5;Aquicultura em tanque-rede ;Licença Ambiental ou Dispensa;II
0321-3/01;Subclasse;Criação de peixes em água salgada e salobra;G-02-13-5;Aquicultura em tanque-rede ;Licença Ambiental ou Dispensa;II
0210-1/08;Subclasse;Produção de carvão vegetal - florestas plantadas;G-03-03-4;Produção de carvão vegetal oriunda de floresta plantada;Licença Ambiental ou Dispensa;II
1013-9/02;Atividade;Produção de toucinho de suínos (porcos) defumado ou salgado (quando não integrada ao abate);Não Listada;-;Não se aplica;I
0210-1/08;Subclasse;Produção de carvão vegetal - florestas plantadas;G-03-03-4;Produção de carvão vegetal oriunda de floresta plantada;Licença Ambiental ou Dispensa;II
